ID,VIDEOID,TRACK,TITLE,ARTIST,STARTTIME,START_SECONDS,ENDTIME,DURATION
1119,rl5QkiFhCAY,1,Shake It Off,Taylor Swift,00:40:25,2425,00:44:06,221
1120,rl5QkiFhCAY,2,Girls Like Me,Girly Girl Productions,00:46:31,2791,00:48:42,131
1121,rl5QkiFhCAY,3,What Is Love,Haddaway,01:04:27,3867,01:08:59,272
1122,rl5QkiFhCAY,4,Scatman,Scatman John,01:14:21,4461,01:18:07,226
1123,rl5QkiFhCAY,5,Crazy Frog,Axel F,01:18:43,4723,01:21:35,172
1124,rl5QkiFhCAY,6,I'm Bringing Home A Baby Bumblebee,Unknown Artist,01:28:11,5291,01:29:04,53
1125,rl5QkiFhCAY,7,I got a Feeling,Black Eyed Peas,01:31:02,5462,01:35:59,297
1126,rl5QkiFhCAY,8,Tainted Love,Soft Cell,01:41:46,6106,01:44:24,158
1127,rl5QkiFhCAY,9,This Is Not Enough,HXLX,01:45:50,6350,01:49:24,214
