ID,VIDEOID,TRACK,TITLE,ARTIST,STARTTIME,START_SECONDS,ENDTIME,DURATION
1580,Yjc_iiLanTM,1,ちゃんと言わなきゃ愛さない (Chanto Iwanakya Aisanai),石川さゆり (Sayuri Ishikawa),00:07:23,443,00:10:32,189
1581,Yjc_iiLanTM,2,Telephone,Lady Gaga,00:13:47,827,00:17:27,220
1582,Yjc_iiLanTM,3,Give Me Up,BaBe,00:20:46,1246,00:24:56,250
1583,Yjc_iiLanTM,4,Under Pressure,Queen,00:27:07,1627,00:31:00,233
1584,Yjc_iiLanTM,5,Dangerous Woman,Ariana Grande,00:32:45,1965,00:36:34,229
1585,Yjc_iiLanTM,6,Love Me Like You Do,Ellie Goulding,00:38:00,2280,00:42:00,240
1586,Yjc_iiLanTM,7,Telephone Number,大橋純子 (Junko Ohashi),00:45:54,2754,00:49:44,230
1587,Yjc_iiLanTM,8,Mr. Brightside,The Killers,00:52:17,3137,00:55:59,222
1588,Yjc_iiLanTM,9,It's All Been Done,Barenaked Ladies,00:57:43,3463,01:01:02,199
1589,Yjc_iiLanTM,10,Before He Cheats,Carrie Underwood,01:05:54,3954,01:09:10,196
1590,Yjc_iiLanTM,11,Respect,Aretha Franklin,01:11:51,4311,01:14:18,147
1591,Yjc_iiLanTM,12,Ahoy!! 我ら宝鐘海賊団☆ [Ahoy!! We are Houshou Pirates☆],Houshou Marine [宝鐘マリン],01:16:46,4606,01:21:50,304
1592,Yjc_iiLanTM,13,I 2 I,Tevin Campbell,01:24:35,5075,01:28:37,242
1593,Yjc_iiLanTM,14,Fly Me to the Moon,Frank Sinatra,01:30:40,5440,01:34:00,200
1594,Yjc_iiLanTM,15,千本桜 (Senbonzakura | Thousands of Cherry Trees),WhiteFlame,01:36:17,5777,01:40:46,269
1595,Yjc_iiLanTM,16,I Own A Car,Ninja Sex Party,01:41:58,6118,01:44:28,150
